3, 1.57999992370605, 9.68 , 1
3, 1.42999994754791, 9.74 , 1
3, 1.27999997138977, 9.79 , 1
3, 1.10000002384186, 9.83 , 1
3, 0.919999957084656, 9.87 , 1
3, 0.740000009536743, 9.91 , 1
3, 0.559999942779541, 9.95 , 1
3, 0.379999995231628, 9.97 , 1
3, 0.199999988079071, 9.99 , 1
3, 0.0199999809265137, 10.01 , 1
3, -0.159999996423721, 10.02 , 1
3, -0.340000003576279, 10.03 , 1
3, -0.519999999552965, 10.03 , 1
3, -0.700000002980232, 10.03 , 1
3, -0.849999994039536, 10.03 , 1
3, -1, 10.03 , 1
3, -1.14999997615814, 10.01 , 1
3, -1.30000001192093, 9.99 , 1
3, -1.44999998807907, 9.97 , 1
3, -1.60000002384186, 9.95 , 1
3, -1.75, 9.92 , 1
3, -1.89999997615814, 9.89 , 1
3, -2.04999995231628, 9.86 , 1
3, -2.20000004768372, 9.83 , 1
3, -2.35000002384186, 9.79 , 1
3, -2.5, 9.74 , 1
3, -2.65000009536743, 9.68 , 1
3, -2.79999995231628, 9.62 , 1
3, -2.95000004768372, 9.56 , 1
3, -3.09999990463257, 9.49 , 1
3, -3.25, 9.42 , 1
3, -3.40000009536743, 9.35 , 1
3, -3.5550000667572, 9.25 , 1
3, -3.40000009536743, 9.35 , 1
3, -3.25, 9.42 , 1
3, -3.09999990463257, 9.49 , 1
3, -2.95000004768372, 9.56 , 1
3, -2.79999995231628, 9.62 , 1
3, -2.65000009536743, 9.68 , 1
3, -2.5, 9.74 , 1
3, -2.35000002384186, 9.79 , 1
3, -2.20000004768372, 9.83 , 1
3, -2.04999995231628, 9.86 , 1
3, -1.89999997615814, 9.89 , 1
3, -1.75, 9.92 , 1
3, -1.60000002384186, 9.95 , 1
3, -1.44999998807907, 9.97 , 1
3, -1.30000001192093, 9.99 , 1
3, -1.14999997615814, 10.01 , 1
3, -1, 10.03 , 1
3, -0.849999994039536, 10.03 , 1
3, -0.700000002980232, 10.03 , 1
3, -0.519999999552965, 10.03 , 1
3, -0.340000003576279, 10.03 , 1
3, -0.159999996423721, 10.02 , 1
3, 0.0199999809265137, 10.01 , 1
3, 0.199999988079071, 9.99 , 1
3, 0.379999995231628, 9.97 , 1
3, 0.559999942779541, 9.95 , 1
3, 0.740000009536743, 9.91 , 1
3, 0.919999957084656, 9.87 , 1
3, 1.10000002384186, 9.83 , 1
3, 1.27999997138977, 9.79 , 1
3, 1.42999994754791, 9.74 , 1
3, 1.57999992370605, 9.68 , 1
3, 1.73000001907349, 9.62 , 1
3, 1.88000011444092, 9.56 , 1
3, 2.02999997138977, 9.49 , 1
3, 2.1800000667572, 9.42 , 1
3, 2.32999992370605, 9.35 , 1
3, 2.48000001907349, 9.25 , 2
3, 2.63000011444092, 9.15 , 2
3, 2.48000001907349, 9.25 , 2
3, 2.32999992370605, 9.35 , 2
3, 2.1800000667572, 9.42 , 2
3, 2.02999997138977, 9.49 , 2
3, 1.88000011444092, 9.56 , 2
3, 1.73000001907349, 9.62 , 2
3, 1.57999992370605, 9.68 , 2
3, 1.42999994754791, 9.74 , 2
3, 1.27999997138977, 9.79 , 2
3, 1.10000002384186, 9.83 , 2
3, 0.919999957084656, 9.87 , 2
3, 0.740000009536743, 9.91 , 2
3, 0.559999942779541, 9.95 , 2
3, 0.379999995231628, 9.97 , 2
3, 0.199999988079071, 9.99 , 2
3, 0.0199999809265137, 10.01 , 2
3, -0.159999996423721, 10.02 , 2
3, -0.340000003576279, 10.03 , 2
3, -0.519999999552965, 10.03 , 2
3, -0.700000002980232, 10.03 , 2
3, -0.849999994039536, 10.03 , 2
3, -1, 10.03 , 2
3, -1.14999997615814, 10.01 , 2
3, -1.30000001192093, 9.99 , 2
3, -1.44999998807907, 9.97 , 2
3, -1.60000002384186, 9.95 , 2
3, -1.75, 9.92 , 2
3, -1.89999997615814, 9.89 , 2
3, -2.04999995231628, 9.86 , 2
3, -2.20000004768372, 9.83 , 2
3, -2.35000002384186, 9.79 , 2
3, -2.5, 9.74 , 2
3, -2.65000009536743, 9.68 , 2
3, -2.79999995231628, 9.62 , 2
3, -2.95000004768372, 9.56 , 2
3, -3.09999990463257, 9.49 , 2
3, -3.25, 9.42 , 2
3, -3.40000009536743, 9.35 , 2
3, -3.5550000667572, 9.25 , 2
3, -3.40000009536743, 9.35 , 2
3, -3.25, 9.42 , 2
3, -3.09999990463257, 9.49 , 2
3, -2.95000004768372, 9.56 , 2
3, -2.79999995231628, 9.62 , 2
3, -2.65000009536743, 9.68 , 2
3, -2.5, 9.74 , 2
3, -2.35000002384186, 9.79 , 2
3, -2.20000004768372, 9.83 , 2
3, -2.04999995231628, 9.86 , 2
3, -1.89999997615814, 9.89 , 2
3, -1.75, 9.92 , 2
3, -1.60000002384186, 9.95 , 2
3, -1.44999998807907, 9.97 , 2
3, -1.30000001192093, 9.99 , 2
3, -1.14999997615814, 10.01 , 2
3, -1, 10.03 , 2
3, -0.849999994039536, 10.03 , 2
3, -0.700000002980232, 10.03 , 2
3, -0.519999999552965, 10.03 , 2
3, -0.340000003576279, 10.03 , 2
3, -0.159999996423721, 10.02 , 2
3, 0.0199999809265137, 10.01 , 2
3, 0.199999988079071, 9.99 , 2
3, 0.379999995231628, 9.97 , 2
3, 0.559999942779541, 9.95 , 2
3, 0.740000009536743, 9.91 , 2
3, 0.919999957084656, 9.87 , 2
3, 1.10000002384186, 9.83 , 2
3, 1.27999997138977, 9.79 , 2
3, 1.42999994754791, 9.74 , 2
3, 1.57999992370605, 9.68 , 2
3, 1.73000001907349, 9.62 , 2
3, 1.88000011444092, 9.56 , 2
3, 2.02999997138977, 9.49 , 2
3, 2.1800000667572, 9.42 , 2
